"","GEOID","ALAND10","AWATER10","TotPop","ai","area_mn","cohesion","division","ed","frac_mn","lpi","lsi","mesh","pafrac","para_mn","pd","pladj","shape_mn","split","ta","COUNT","AREA","Name","Date","Year","MeanF","StdDevF","MinF","MaxF","Water","P_Ice","Dev_OpenSpace","Dev_LowIntensity","Dev_MedIntensity","Dev_HighIntensity","BareRock","Dec_Forest","Evgn_Forest","Mix_Forest","Scrub","Grassland","Pasture","Crops","Wood_wetland","Herb_wetland"
"106",110010021025,81281,0,603,94.16287678477,0.0118732499999833,96.3094293725526,0.980347419389195,0,1.17622213645585,5.06811530120228,13.6582568807339,0.0336009603941162,1.12172368262445,1.13851224215147,8422.29381173145,99.6284815863389,1.2307038494053,50.8839027201434,1.7097479999976,45128,16246.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,99.7343103448277,0.527714059823617,98.33,100.85,NA,NA,2.5,9.16666666666667,88.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",110010021026,118305,0,814,94.7503378748585,0.0142148275862217,97.0536687557422,0.97078823274715,0,1.1462549979296,10.661523906557,14.687619047619,0.0722518008879293,1.15438076439877,1.02492108754725,7034.90769715201,99.8214436893428,1.21879400867465,34.2327799391336,2.47338000000258,60307,21710.52,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.289245283019,0.997396323833821,99.4100000000001,104.09,NA,NA,NA,6.59340659340659,82.4175824175824,10.989010989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",110010022011,144521,0,1512,93.0368922550696,0.00818922857142535,95.3866423420043,0.987665591511966,0,1.1627252696503,5.17160172072723,18.4950495049505,0.0282826013125144,1.12287209511975,1.15089453695159,12211.162397998,99.6993344819432,1.19919483938662,81.0740134778376,2.2929839999991,60730,21862.8,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.4490625,0.720038652431074,100.13,103.73,NA,NA,NA,4.58333333333333,92.0833333333333,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",110010022012,174348,0,1029,95.144523815028,0.0176118496240804,98.0957889334749,0.941993139890561,0,1.16687851656823,21.2246027110934,18.4542936288089,0.271747753911726,1.18245269006395,1.02831114116188,5677.99533464511,99.9022985134405,1.25428266752053,17.2393402799833,4.6847520000054,111353,40087.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.143361702128,1.93532793247535,96.1700000000001,105.17,NA,NA,1.92307692307692,18.2692307692308,76.2820512820513,3.52564102564103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110010022013,96301,0,723,93.6087179625679,0.00842716981131077,95.5946088969775,0.976490872489151,0,1.17648764529628,8.37184309511016,13.2616580310881,0.0315003501342991,1.09497043558352,1.22884787452956,11866.380082407,99.7424460431655,1.15976695527158,42.5366700460718,1.33991999999841,33732,12143.52,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.101755725191,1.13180283748882,100.31,105.17,NA,NA,NA,8.87573964497041,73.3727810650888,17.7514792899408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",110010022021,491451,566,1754,96.1833463955178,0.0267880057803365,98.4755310290763,0.971199448937444,0,1.13989949181822,11.9308637180172,28.33356545961,0.533884455211718,1.18096830585927,0.89007476854349,3733.01397722574,99.9102571936915,1.24455360228118,34.7215578558879,18.5372999999929,402159,144777.24,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,95.3770431893688,3.12988507677287,88.79,101.57,NA,NA,40.7741935483871,18.7096774193548,38.3225806451613,0.516129032258065,0.258064516129032,1.41935483870968,NA,NA,NA,NA,NA,NA,NA,NA
"112",110010022022,98485,0,1006,95.0210125314554,0.015239935828859,97.7713617556619,0.94386173297015,0,1.18905157243567,15.2836552429797,14.9520426287744,0.159986650783637,1.17497435838142,1.09023240550678,6561.70741943909,99.7879868065887,1.23665721819766,17.8131611983724,2.84986799999664,56197,20230.92,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.747333333333,2.19728842392401,97.0700000000001,105.71,NA,NA,2.36686390532544,14.792899408284,75.1479289940828,5.91715976331361,1.18343195266272,0.591715976331361,NA,NA,NA,NA,NA,NA,NA,NA
"113",110010022023,105025,0,572,93.9064399097115,0.011113078651691,96.1690263637112,0.980100109896831,0,1.13033366503811,7.72912571886147,15.2174840085288,0.039364529810022,1.14531629323257,1.02610072590557,8998.40657429198,99.6707032595043,1.23237868997788,50.2515337931809,1.978128000001,52573,18926.28,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.12375,1.06754399198589,98.8700000000001,103.91,NA,NA,NA,4.14201183431953,95.2662721893491,0.591715976331361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",110010023011,181578,0,1889,94.843408357515,0.0154500139211114,97.0013551920315,0.989562148301812,0,1.15984439791587,4.52935865622179,23.1045296167247,0.0695051951927497,1.1462723028553,1.04396956861015,6472.48607739807,99.8872858431019,1.21948957248345,95.8051550180185,6.65895599999902,123227,44361.72,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,99.7528571428572,1.38571704345817,94.9100000000001,102.29,NA,NA,4.20168067226891,14.4957983193277,77.7310924369748,3.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",110010023012,231032,0,1719,96.6113649199375,0.0311910275229372,98.9581996063762,0.88881075313257,0,1.13877259073111,32.1441240159044,21.780487804878,1.51209459065335,1.17182031848089,0.915360798077181,3206.05019909851,99.8840416024738,1.23902004393931,8.99367545129875,13.5992880000006,154675,55683,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,99.1606796116506,2.12249512969747,91.8500000000001,102.83,NA,NA,19.6754563894523,18.4584178498986,58.6206896551724,0.405679513184584,0.405679513184584,2.4340770791075,NA,NA,NA,NA,NA,NA,NA,NA
"116",110010023021,2010128,5298,1612,97.0845531114096,0.0455804847899517,99.1872663513179,0.972137258957181,0,1.15247642586613,8.99603530545996,48.1750540290213,2.63016429296303,1.18128124044078,0.961701206862096,2193.92137799388,99.972169094413,1.2613169613525,35.8902233797897,94.3971839999899,1715787,617683.32,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,96.5976714648604,5.78089462354039,84.6500000000001,110.93,0.232919254658385,NA,33.1780538302277,24.6376811594203,30.8488612836439,6.03002070393375,1.31987577639752,2.95031055900621,NA,0.15527950310559,NA,0.646997929606625,NA,NA,NA,NA
"117",110010024001,98628,0,1041,93.5007994036351,0.00886188461537847,96.246607056153,0.973805343158913,0,1.16882707803529,8.79653138549275,15.6269315673289,0.0482838775047515,1.15469643847641,1.28943168545624,11284.2814299867,99.774441205562,1.19382046671708,38.1757243878628,1.84327199999872,33278,11980.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.147872340426,1.42198995802695,98.6900000000001,105.17,NA,NA,NA,3.36538461538462,76.9230769230769,18.2692307692308,1.44230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",110010024002,215189,0,1094,94.156153879081,0.0126918193548287,96.8473492655312,0.988204160323069,0,1.17241128920283,4.15711009174312,24.5962962962963,0.0696154598379306,1.18473090623499,1.05587111230513,7879.09102739902,99.8837199873503,1.24282765352194,84.7756520424469,5.90169599999534,117590,42332.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.585428571429,1.48666105955284,97.9700000000001,106.25,NA,NA,0.227272727272727,15.6818181818182,75.6818181818182,8.40909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",110010024003,108146,0,975,93.6165931688995,0.00921292307692991,95.9862767734037,0.981690254644607,0,1.17477623454599,4.94288958653397,16.5387755102041,0.0394725884710733,1.14170571580723,1.22257520990172,10854.3183487996,99.6359483189378,1.19281728358619,54.615724063332,2.1558240000016,46477,16731.72,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,101.471710526316,1.92832074504801,97.7900000000001,106.61,NA,NA,0.462962962962963,14.8148148148148,71.2962962962963,13.4259259259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",110010024004,134398,0,994,94.291528930266,0.0117245693430659,96.4776028894268,0.985309673055605,0,1.13076246728381,5.31505989667963,17.9799331103679,0.0471931453993309,1.14287201365732,1.10133652194711,8529.09792026956,99.8945794793298,1.19012426476512,68.0720043730253,3.21253200000007,65516,23585.76,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.079032258065,1.79261431586392,98.8700000000001,105.17,NA,NA,NA,10.8771929824561,72.9824561403509,15.7894736842105,0.350877192982456,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",110010025011,315730,0,1700,94.925296766271,0.0159072563176816,97.4418666350604,0.983160799516515,0,1.14723099071484,8.44175738883556,26.0454545454545,0.148397474964693,1.17763376225723,1.02723651696649,6286.43922012154,99.9015642029716,1.24123612939562,59.3852422495218,8.81261999999563,159010,57243.6,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.831895261845,4.72684677126332,96.53,121.91,NA,NA,5,17.8333333333333,61.3333333333333,15.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",110010025012,227730,0,1560,94.5458838621458,0.0137294155495974,97.3297388146053,0.977460818857576,0,1.16037775437235,7.59216039141805,21.4980132450331,0.115424769451392,1.18534660083449,1.09074587220593,7283.63123970944,99.8375569155538,1.24095872307033,44.3671841350865,5.12107199999982,135297,48706.92,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,100.503378378378,2.64682619128135,96.7100000000001,112.55,NA,NA,0.8,21.6,69.0666666666667,8.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",110010025021,141308,0,1371,94.708416484526,0.0144432911392561,96.7916311086203,0.978971530218025,0,1.15050120548122,5.87789872219593,14.2579365079365,0.0479878091813108,1.13778356528763,1.0567776072623,6923.6297347912,99.8555528651465,1.22834906397921,47.5545776924367,2.28204000000247,56477,20331.72,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.55,2.56297458233152,100.31,113.27,NA,NA,0.840336134453782,4.20168067226891,68.4873949579832,26.4705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",110010025022,151478,0,2352,93.4056366126224,0.00791906666667435,95.7414778966284,0.981201539843343,0,1.14392202460686,7.24832892765141,16.9856557377049,0.0401938899870745,1.12448018733815,1.29752139433829,12627.750745025,99.8071546962574,1.15527166041722,53.1958464505341,2.13814800000208,49895,17962.2,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.070298507463,2.12764233611943,100.85,108.95,NA,NA,0.892857142857143,4.91071428571429,70.9821428571429,22.7678571428571,0.446428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",110010025023,150768,0,1252,93.6402945134028,0.00926525581395664,96.364390121263,0.976117477732354,0,1.15940496699664,8.48029397147633,17.3042635658915,0.057089640999402,1.13161220733488,1.25932373121368,10793.0101454259,99.7567948459835,1.19071575179742,41.8716243114202,2.39043600000081,57830,20818.8,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.1739,0.854795982006396,100.13,104.09,NA,NA,1.98412698412698,9.12698412698413,74.6031746031746,14.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",110010025024,160951,0,1759,96.5130987706655,0.0254621626794241,98.7361003280862,0.871840595869143,0,1.19691088664804,30.6571416974469,14.370611183355,0.682012059747487,1.16172742654434,1.23058543079343,3927.39616265235,99.8831275489074,1.24225020007319,7.80278284517423,5.32159199999963,139334,50160.24,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,98.3666824644551,2.85833557772378,92.7500000000001,104.09,NA,NA,18.4210526315789,20.6766917293233,56.015037593985,4.88721804511278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",110010026001,804694,37668,1318,98.5409617048761,0.120844259798453,99.9258376263433,0.304733397520473,0,1.1521321721799,83.3603715494583,26.2445856194051,75.0289472997264,1.22270728781608,1.08714296709705,827.511378420314,99.9671704926559,1.28391795765111,1.43829718906921,107.913924000018,1670587,601411.32,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,85.7629162656401,5.17341759185232,79.0700000000001,99.9500000000001,NA,NA,22.5474254742547,21.7886178861789,15.0677506775068,1.13821138211382,0.2710027100271,35.2845528455285,NA,3.36043360433604,0.43360433604336,NA,NA,0.10840108401084,NA,NA
"128",110010026002,1307954,66161,1334,99.1946045478442,0.194660972307675,99.9290774172146,0.213839010662425,0,1.1895078636958,88.6541675866093,19.481384715872,149.208991010446,1.21007904259733,1.07543340199219,513.713657208816,99.9685645713109,1.27172177285689,1.27200409784083,189.794447999984,2408634,867108.24,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,87.2728725314184,6.66100669469234,78.7100000000001,101.03,0.0356125356125356,NA,22.4002849002849,27.9558404558405,9.68660968660969,0.89031339031339,0.0356125356125356,38.9245014245014,NA,NA,NA,NA,0.0712250712250712,NA,NA,NA
"129",110010027011,36036,0,493,95.0499539809788,0.0169555499999872,98.3507778270045,0.816123903410295,0,1.13558912962732,40.4787812840043,10.5398457583548,0.249417627962337,1.2444756343433,0.96811454561391,5897.77388525147,99.8185956925232,1.29222724838124,5.43844479269846,1.35644399999898,16700,6012,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,99.4165454545455,2.34408966629615,94.3700000000001,102.65,NA,NA,2.77777777777778,13.8888888888889,72.2222222222222,11.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",110010027012,127838,0,1946,94.6235535222639,0.015406982332136,97.7959188390598,0.969350650294555,0,1.16025355883778,9.62052907956009,19.6312769010043,0.133636559001119,1.22078140395846,1.1923912627026,6490.56368367602,99.8610546736751,1.27540075695703,32.6271196488827,4.36017599999449,86665,31199.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,98.975340909091,2.63094744427658,94.73,105.35,NA,NA,NA,12.5,72.6851851851852,14.8148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",110010027013,231798,0,1034,98.6863167654603,0.130824731707217,99.8773054733354,0.285923191287523,0,1.18937595071917,84.4447626259971,13.4077207826547,22.9810511018663,1.21882218657938,1.1855917843913,764.381464383949,99.9166125772722,1.29552873012171,1.40040957471096,32.1828839999754,424089,152672.04,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,88.5051898734178,5.10270040198375,81.7700000000001,98.6900000000001,NA,NA,16.5689149560117,14.6627565982405,28.2991202346041,0.439882697947214,0.146627565982405,39.2961876832845,NA,0.293255131964809,NA,NA,NA,0.293255131964809,NA,NA
"132",110010027014,55776,0,2329,97.7464763330418,0.0533889600000288,99.5954750873039,0.50371017124817,0,1.10560912626086,68.0617116347649,8.48203592814371,1.98722983617394,1.22052070312541,1.23071597834693,1873.04641259066,99.82249215489,1.26479661118023,2.01495163121719,4.00417200000216,61936,22296.96,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,94.0320000000001,3.84732920640695,87.7100000000001,102.65,NA,NA,32.5,26.6666666666667,38.3333333333333,1.66666666666667,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA
"133",110010027021,77478,0,1524,94.1924371515725,0.0117612307692409,96.6810486772411,0.959251127028338,0,1.17367513659256,11.6078903306823,12.2678571428571,0.0560730571369258,1.16734932215098,1.04130852913715,8502.51151108517,99.6647189760712,1.22974753836405,24.5405560221365,1.37606400000119,31369,11292.84,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.934727272727,1.78680367028113,98.8700000000001,105.89,NA,NA,NA,3.84615384615385,53.8461538461538,41.5384615384615,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",110010027022,192867,0,3186,95.7100671453816,0.0253102085889487,98.8066389516024,0.913570300154495,0,1.20424418035015,28.0790699162587,26.1040068201194,1.06971377463991,1.22195884872031,1.06572698777595,3950.97494548755,99.9154411205572,1.30945617504722,11.5700968739625,12.3766919999959,156360,56289.6,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,98.3966666666667,2.63223426941271,89.8700000000001,104.45,NA,NA,2.0703933747412,11.5942028985507,71.6356107660455,14.2857142857143,0.41407867494824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",110010027023,217744,16379,1339,97.8153853158022,0.0964212577903942,99.8028911428807,0.70166005670174,0,1.2396929054808,40.599324775983,22.2169665809769,10.1545083414224,1.23648511393485,1.1144783106185,1037.11569721882,99.9210459145046,1.35278347335593,3.35188104195712,34.0367040000092,322188,115987.68,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,92.1098113207548,4.49715409086339,83.5700000000001,98.5100000000001,NA,NA,23.4782608695652,20.7246376811594,29.2753623188406,0.72463768115942,3.76811594202899,16.9565217391304,NA,1.01449275362319,0.72463768115942,1.59420289855072,0.289855072463768,0.869565217391304,0.579710144927536,NA
"136",110010028011,66576,0,1985,93.4216201536766,0.00913848387096709,96.2842819540327,0.967511892081466,0,1.19722907459422,7.81523016805922,12.6,0.0368146142262578,1.17739894249723,1.16819643932974,10942.734200987,99.8761816116885,1.22014120740012,30.7804936657924,1.13317199999992,14623,5264.28,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.93306122449,1.72584084282695,101.93,108.95,NA,NA,NA,0.854700854700855,56.4102564102564,42.7350427350427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",110010028012,105335,0,2063,93.9015329880186,0.0102252781065031,96.3230443331965,0.97509411199224,0,1.12800019747119,8.3704845631432,14.2756264236902,0.0430391677013213,1.14272484007301,1.13271163176485,9779.68510571876,99.8481198573551,1.19774060230377,40.1511481818447,1.72807199999902,42477,15291.72,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.386428571429,1.90853632245809,95.2700000000001,104.99,NA,NA,NA,2.08333333333333,74.3055555555556,23.6111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",110010028021,89879,0,3416,92.4742690591129,0.00636681599999133,95.0200743753893,0.972654247692934,0,1.18322440576157,6.55448500474963,12.0906040268456,0.0217631716650538,1.12479876767779,1.30155348491776,15706.4378804313,99.7470157685317,1.16121055250279,36.5687507431122,0.795851999998916,16890,6080.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.46008,1.04715474408729,101.93,106.97,NA,NA,NA,0.699300699300699,41.2587412587413,55.9440559440559,1.3986013986014,NA,NA,NA,NA,0.699300699300699,NA,NA,NA,NA
"139",110010028022,140089,0,1640,92.8641251221896,0.00740520000000318,95.9301839496713,0.972234161480313,0,1.20882477697836,6.94329263061569,14.2727272727273,0.034953969859033,1.16330811330136,1.35123962933831,13504.0241992056,99.8655062068113,1.17555716799396,36.0154799319658,1.25888400000054,29349,10565.64,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,105.385052631579,1.77080101665927,102.11,109.13,NA,NA,NA,1.68067226890756,42.8571428571429,54.6218487394958,0.840336134453782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",110010029001,131902,0,1939,92.3666248781167,0.00652283798882423,94.9214222349513,0.989859258787034,0,1.1554462588938,4.14392748126908,20.3411764705882,0.0236804155027193,1.12135707823581,1.25665516085737,15330.7502303956,99.8322996691996,1.16241655161921,98.6121210470702,2.33517599999908,38633,13907.88,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.312637362637,1.01994782139839,100.49,105.53,NA,NA,NA,NA,71.4285714285714,28.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",110010029002,170252,0,2477,92.5705355313967,0.00744344999999668,95.5645494386885,0.985677133754886,0,1.15304261835588,6.44761501722991,20.0155339805825,0.0341156924006861,1.17032478530401,1.21065641589738,13434.630446909,99.8179847434403,1.19663793776142,69.8184276028657,2.38190399999894,51663,18598.68,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.67576419214,1.28469463786996,101.03,106.25,NA,NA,NA,1.23076923076923,59.0769230769231,39.6923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",110010030001,114085,0,1815,94.0707572264586,0.0109602580645167,97.0366353471092,0.962338225688512,0,1.21556304513516,11.769795860705,15.0483193277311,0.0767775944055984,1.17133375918543,1.29660037849573,9123.87276023592,99.8010432295905,1.21695672237331,26.5521213028714,2.03860800000011,43938,15817.68,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.691518987342,1.76886381800397,101.93,110.03,NA,NA,NA,3.80952380952381,61.9047619047619,34.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",110010030002,95588,0,1917,94.4533432305198,0.0119427096774194,97.0898996115871,0.959989836674235,0,1.23111942718108,10.6378840917931,13.5088105726872,0.0740636135355893,1.15249866932093,1.25954477893583,8373.30913176887,99.7812606403285,1.21131986776014,24.9936495349433,1.85112,39833,14339.88,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.086,1.81770693662721,100.13,109.67,NA,NA,NA,1.06951871657754,69.5187165775401,28.3422459893048,0.53475935828877,NA,NA,NA,NA,0.53475935828877,NA,NA,NA,NA
"144",110010031001,294805,0,3605,92.5242300236916,0.00718271999999836,95.1193659572214,0.994450083183126,0,1.15189573415818,2.70076755642113,28.8422459893048,0.0279044489632197,1.13318770735278,1.19351723752307,13922.3024146873,99.9079427035387,1.17522470526836,180.182880752314,5.02790399999885,85887,30919.32,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.07062992126,1.28799461507833,101.39,108.05,NA,NA,0.308641975308642,2.77777777777778,54.6296296296296,41.9753086419753,0.308641975308642,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",110010032001,99442,0,1743,93.8065425462174,0.0101169908257002,96.2443899410417,0.980417719669842,0,1.14385474758206,5.82071036824236,16.2379032258065,0.0431887975973355,1.15111216054747,1.17355096625418,9884.36203243065,99.8626032111592,1.20845203470109,51.0665756561536,2.20550400000264,43629,15706.44,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.547323943662,2.00558684766731,96.3500000000001,106.07,NA,NA,1.44230769230769,6.73076923076923,65.3846153846154,25,1.44230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",110010032002,96651,0,755,93.4788316883679,0.00786491275168794,96.2279639220523,0.955472610630183,0,1.14370333778578,16.8683951830917,12.6952908587258,0.0521804008356531,1.12203838895772,1.35665413175454,12714.6992162803,99.7437228581082,1.14847388502067,22.458087351464,1.1718720000015,22931,8255.16,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.592428571429,2.96318268312406,95.4500000000001,107.33,NA,NA,7.38636363636364,11.3636363636364,57.9545454545455,23.2954545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",110010032003,126484,0,1185,94.7136319731446,0.0135867857143005,97.0992588131274,0.95688715073895,0,1.16805503508358,16.3599085245643,14.2480158730159,0.0984085274663955,1.16213957947819,1.0016799597454,7360.09252686945,99.7219964572262,1.2237579675243,23.1949411170891,2.28258000000249,40948,14741.28,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.192093023256,2.33070935981967,94.9100000000001,106.97,NA,NA,3.43137254901961,5.3921568627451,69.6078431372549,21.5686274509804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",110010032004,122321,0,1618,94.6300025461195,0.0140249101796262,96.7384662516983,0.979000769135615,0,1.11142716368958,6.8782662158008,14.6203522504892,0.0491835585612772,1.13768336105468,1.009558165822,7130.17044096785,99.9242313144645,1.22942547527983,47.6207917546168,2.34215999999758,49289,17744.04,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.687964071856,1.53956281500691,100.49,107.51,5,NA,0.833333333333333,6.25,65,22.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",110010033011,249740,0,1440,94.1109922890753,0.0112196643356621,96.235762765564,0.986539422471071,0,1.16900059859176,4.57849978683779,18.4966555183947,0.0431926242286809,1.13119154386685,1.06525133722248,8912.92261588844,99.7235649681966,1.210432235306,74.291017443405,3.20882399999937,78865,28391.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.068363636364,2.41618272394961,98.33,108.95,NA,NA,15.5555555555556,26.2626262626263,53.7373737373737,3.83838383838384,0.606060606060606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",110010033012,105675,0,1308,94.2769439034817,0.0125189629629636,97.5971710053853,0.944458608169956,0,1.19065463168856,20.8205625835769,17.5618556701031,0.168962912417319,1.17617693435627,1.18508757784256,7987.88208702611,99.792916421822,1.22192573525738,18.0045902173282,3.04210800000015,55631,20027.16,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.259594594595,0.969076900256135,100.31,104.45,NA,NA,NA,3.125,51.3392857142857,45.5357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",110010033013,84242,0,1390,94.0473225404732,0.0108306268656801,96.885692685894,0.948999172731045,0,1.18063324407877,19.9103702601247,15.5731707317073,0.111026556928201,1.16557531764656,1.21913253338788,9233.07590965747,99.8532347846782,1.21489753133643,19.6075250843769,2.1769560000017,39161,14097.96,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,102.7805,1.85658394627871,100.85,111.29,NA,NA,1.76470588235294,3.52941176470588,74.1176470588235,20.5882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",110010033021,104911,0,1138,93.8279112192156,0.00983175539568803,97.2387975098972,0.941224175420878,0,1.15899728827441,22.1685128353727,17.9166666666667,0.16064772946282,1.14362033259371,1.17261939843149,10171.1236676878,99.8466667604485,1.19386874489243,17.0137978864734,2.73322800000127,42874,15434.64,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.567142857143,0.505325068305084,102.11,104.45,NA,NA,NA,NA,41.40625,58.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",110010033022,93719,0,1168,93.6943121522862,0.00915469565216956,96.2156482319105,0.977311280651179,0,1.19213501810451,8.64274926623543,17.6377358490566,0.0573274964237609,1.11954936911723,1.24582072153082,10923.3560349219,99.8198239378945,1.18648808193315,44.0747661701748,2.5266959999988,34759,12513.24,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,103.603731343284,0.994518564633756,102.11,106.97,NA,NA,NA,3.64583333333333,42.7083333333333,53.125,NA,NA,NA,NA,NA,NA,NA,0.520833333333333,NA,NA
"154",110010034001,105519,0,1472,94.3012580754845,0.0103390000000036,96.433290079046,0.973536026468461,0,1.14307700495228,6.09923590289196,13.8923076923077,0.0492499840216828,1.14095161687512,1.20954196399165,9672.11529161088,99.77797193812,1.17254619455452,37.7872203812558,1.86102000000065,40879,14716.44,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,104.517034482759,1.59380838635446,101.39,108.59,NA,NA,0.555555555555556,6.66666666666667,61.6666666666667,31.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
